"ID","Collection","ENS","Minting Date","Tx Count","Power"
"2566246","0x0c0bd9c93596f6fc9f7e3dd8f53ef73a6759873b","shawnmitchell.eth","Fri, 05 Nov 2021 18:39:55 GMT","1","4"
"2566247","0xcd35671e4d48b0ed69c6534e574d6886bdfbc9be","amontgomery.eth","Fri, 05 Nov 2021 18:40:00 GMT","1","5"
"2566248","0xf1d82cf1e2e23f7bed3af2b3e717d35ffb4cdc38","wfqfw.eth","Fri, 05 Nov 2021 18:40:00 GMT","1","15"
"2566249","0xe892089198409fe72dab959abe75fa68292efd2b","smakosh.eth","Fri, 05 Nov 2021 18:40:10 GMT","1","3"
"2566250","0x05b4ca3f7df84237d8047c24775d406f1157d2ba","pekoz.eth","Fri, 05 Nov 2021 18:40:15 GMT","1","3"
"2566251","0xce2f6f6a51f725049d7d56ab11c09a096360398a","nftcurator.eth","Fri, 05 Nov 2021 18:40:15 GMT","1","7"
"2566252","0x6c41defc3189e776479a71f2648b0c90ae153110","0xraz.eth","Fri, 05 Nov 2021 18:40:22 GMT","1","5"
"2566254","0x536603d40bbd809ced751f1e1adce2849dc185a7","","Fri, 05 Nov 2021 18:40:30 GMT","1","4"
"2566255","0x85f8540b9f1b51e62f3c9b19501408bde32c49ce","","Fri, 05 Nov 2021 18:40:40 GMT","1","1"
"2566256","0x614583a6a651006d73a64a667b2b96b4e46500e4","","Fri, 05 Nov 2021 18:40:40 GMT","1","9"
"2566258","0x33e69b80c8cb4ece21ab3e755c6f2052c688d70f","","Fri, 05 Nov 2021 18:40:45 GMT","1","4"
"2566259","0xbaa58b30f403d3ade169bc2f34753be9de03b783","micaiah.eth","Fri, 05 Nov 2021 18:40:45 GMT","1","2"
"2566260","0xebc0a6be0f6ea7d95a090e71433c2b91068fae4a","","Fri, 05 Nov 2021 18:40:50 GMT","1","2"
"2566261","0xf2b8c142edcf2f3cc22665cce863a7c9a3e9f156","","Fri, 05 Nov 2021 18:40:55 GMT","1","5"
"2566262","0x2df9326a2d988117b965ec56e0fe830ad28da957","","Fri, 05 Nov 2021 18:41:02 GMT","1","4"
"2566263","0xca0f403d2a602e4d8c0a6a984b973d7958fbf463","","Fri, 05 Nov 2021 18:41:02 GMT","1","6"
"2566264","0x6002ca2e11b8e8c0f1f09c67f551b209eb51a0e4","kaxline.eth","Fri, 05 Nov 2021 18:41:05 GMT","1","3"
"2566265","0x2b08a88860fb7cea775594e07bfad600bc62403d","","Fri, 05 Nov 2021 18:41:10 GMT","1","2"
"2566266","0x5dfa1a7f005b61f26c3f6c227723259f0d890d89","svenso.eth","Fri, 05 Nov 2021 18:41:10 GMT","1","31"
"2566267","0xb7ce368a08d06b54352c2bef09dea0cdc066b2a1","","Fri, 05 Nov 2021 18:41:10 GMT","1","11"
"2566268","0xb03f5438f9a243de5c3b830b7841ec315034cd5f","michaelrossman.eth","Fri, 05 Nov 2021 18:41:15 GMT","1","29"
"2566269","0x0c12522fcda861460bf1bc223eca108144ee5df4","","Fri, 05 Nov 2021 18:41:15 GMT","1","3"
"2566270","0x604fc175228fffb00d6e8cb91d5774a76f274ab1","","Fri, 05 Nov 2021 18:41:15 GMT","1","1"
"2566272","0x49f05db4d61a545f450f48b52c96fb3065281ae1","","Fri, 05 Nov 2021 18:41:50 GMT","1","7"
"2566274","0x26493706d4473c7d75493f8cf0e16e1f23e818c5","creque.eth","Fri, 05 Nov 2021 18:41:57 GMT","1","2"
"2566275","0xe5c29f92e742e9ac213f2737dbe1beb6ab259832","activeincome.eth","Fri, 05 Nov 2021 18:41:57 GMT","1","8"
"2566276","0x151a64570e4997739458455ba4ab5a535fd2e306","dghelm.eth","Fri, 05 Nov 2021 18:42:10 GMT","1","10"
"2566277","0x8289432acd5eb0214b1c2526a5edb480aa06a9ab","wslyvh.eth","Fri, 05 Nov 2021 18:42:10 GMT","1","39"
"2566278","0x0df95d14a635058dd9dc7df51e4980b224b50bd2","nagma.eth","Fri, 05 Nov 2021 18:42:15 GMT","1","4"
"2566279","0x432db58316d883f8c3eb0e0c26ab047cba0e32fa","pieroy.eth","Fri, 05 Nov 2021 18:42:15 GMT","1","4"
"2566280","0xaefacf945a5986f864585a4851293d9f4a14da9b","","Fri, 05 Nov 2021 18:42:20 GMT","1","17"
"2566281","0x57542716ca595fda87e031702fc0684df6754554","","Fri, 05 Nov 2021 18:42:20 GMT","1","8"
"2566282","0x590724102b617a8d2caa13684c76acae4ca893f1","0xjof.eth","Fri, 05 Nov 2021 18:42:37 GMT","1","4"
"2566283","0xd232d5539998583e06d92b7bc4e3aeb2ba922546","","Fri, 05 Nov 2021 18:42:50 GMT","1","1"
"2566284","0xaa55b756cc30eebb2728fe5d43d334625e0a0b4c","","Fri, 05 Nov 2021 18:42:50 GMT","1","6"
"2566285","0x0c35b14e77e14ad6db17ddad81c1b9c70a281b7e","","Fri, 05 Nov 2021 18:43:00 GMT","1","4"
"2566286","0x7e0f360fd696f3aac8dbdbb4ebf23d3718aef4ca","","Fri, 05 Nov 2021 18:43:05 GMT","1","5"
"2566287","0x7e989e785d0836b509b814a7898356fdeaaae889","eisuke.eth","Fri, 05 Nov 2021 18:43:10 GMT","1","5"
"2566288","0xf638bf55b9b7b30a7f3286245e13f6198fcc9879","charchar.eth","Fri, 05 Nov 2021 18:43:20 GMT","1","11"
"2566289","0xdb48c58b7689b4b99d2bd062fc03c1297b8b302d","cwong.eth","Fri, 05 Nov 2021 18:43:20 GMT","1","4"
"2566291","0xe89c2545e4e05a79d21351cdeeda4651ca48debc","","Fri, 05 Nov 2021 18:43:35 GMT","1","12"
"2566292","0x7dcbac92cce015a97bac8f1116595d223722f0a1","","Fri, 05 Nov 2021 18:43:40 GMT","1","1"
"2566293","0x45b8b34fd61cf4f841fa3f2895929c1df68b3a41","","Fri, 05 Nov 2021 18:43:40 GMT","1","2"
"2566294","0x8c7b30f3003465ba33e14eb8bc094bd2928cdf01","sahilgaba.eth","Fri, 05 Nov 2021 18:43:50 GMT","1","3"
"2566295","0xb173e072b03f9537bf1b992a285a0379ff7b94ca","","Fri, 05 Nov 2021 18:43:50 GMT","1","1"
"2566296","0xc0e2324817eaefd075af9f9faf52ffaef45d0c04","zrowgz.eth","Fri, 05 Nov 2021 18:43:55 GMT","1","88"
"2566297","0xf1eb2d9b9496813d9579048f19b07850947cf002","sarahz.eth","Fri, 05 Nov 2021 18:43:55 GMT","1","3"
"2566299","0x64ae4fd3e9906ee4a0189e3a393d19b3e35cdb67","0xpaulie.eth","Fri, 05 Nov 2021 18:44:05 GMT","1","6"
"2566300","0x564b1ac3ac8407db3377bec75ad7062164c82db0","josevelez.eth","Fri, 05 Nov 2021 18:44:12 GMT","1","4"
"2566302","0x4bad6f2bb235a2c36344cac9c3a49bbcc9a63d4e","brokecrypto.eth","Fri, 05 Nov 2021 18:44:30 GMT","1","3"
"2566303","0x08f9edd4feb42efc388818e68dd525e87462fdb1","","Fri, 05 Nov 2021 18:44:55 GMT","1","3"
"2566304","0x1f59d513b05982e9c1a04344db5a7ab2cc1b1a10","","Fri, 05 Nov 2021 18:45:07 GMT","1","3"
"2566305","0x598542bc8ba149989356466a7bde817f62cd43f9","","Fri, 05 Nov 2021 18:45:10 GMT","1","3"
"2566308","0x5952788924bf35b85d2baa9509349baaf3159cd7","","Fri, 05 Nov 2021 18:45:20 GMT","1","4"
"2566310","0xbb94f8a45db40d34aa5a83fc0d33ca25020189e6","dinah.eth","Fri, 05 Nov 2021 18:45:35 GMT","1","6"
"2566311","0x5e3666054b351ffff4c49812f32972fc6ecd1293","deepers.eth","Fri, 05 Nov 2021 18:45:35 GMT","1","4"
"2566313","0x6642b8c8e4d6ade0a991ce417e19b5a6801da072","","Fri, 05 Nov 2021 18:45:47 GMT","1","1"
"2566314","0x33878e070db7f70d2953fe0278cd32adf8104572","aabugosh.eth","Fri, 05 Nov 2021 18:45:50 GMT","1","8"
"2566315","0xb11f5bbc5c7b7dacb90034bbbbef3a010c6501f3","apchap.eth","Fri, 05 Nov 2021 18:45:55 GMT","1","3"
"2566317","0x21d58d30112ee38743bf66b0cba9637bac0e6953","lllllllllll.eth","Fri, 05 Nov 2021 18:46:15 GMT","1","11"
"2566320","0x0a830b25fa44b84dec9e5eee3a044e40cab460b1","ganev.eth","Fri, 05 Nov 2021 18:46:25 GMT","1","1"
"2566327","0xe32bac6e393199bb3881187f4feb52e28e973870","","Fri, 05 Nov 2021 18:47:22 GMT","1","3"
"2566329","0x5ea5719e5383622cabbf9f64d77f598a1047c7f8","","Fri, 05 Nov 2021 18:47:35 GMT","1","4"
"2566334","0x6a932f0ae2a7a49fb24b70c8eef6ec0808163345","isiah.eth","Fri, 05 Nov 2021 18:48:10 GMT","1","12"
"2566340","0x441e1e47a6fa2dbfd3cd9b54291e9ab3a58d7975","simulant.eth","Fri, 05 Nov 2021 18:49:25 GMT","1","21"
"2566342","0xea5aae54cf3d2519b9c2a48952fc0af65cf0ee55","","Fri, 05 Nov 2021 18:49:52 GMT","1","4"
"2566343","0x407a693fcd1e0f1bf8ee6325fdb6b0364c35ac4c","","Fri, 05 Nov 2021 18:49:52 GMT","1","5"
"2566348","0x87666ede056dd739d36420eaac7245d521925835","","Fri, 05 Nov 2021 18:51:15 GMT","1","3"
"2566349","0xa9d778796b4e7ca69222dd22c9abeb8c5d0327e1","","Fri, 05 Nov 2021 18:51:35 GMT","1","3"
"2566350","0x11fd8f7b4e8acf54be24ee85517b90f8755e7a96","urbanite.eth","Fri, 05 Nov 2021 18:51:45 GMT","1","1"
"2566353","0xab4c5fca83943c631874915b6cdc32418b89f86f","","Fri, 05 Nov 2021 18:51:55 GMT","1","2"
"2566356","0xd80cc150aeb2dfd6b546a7ba957d3dbe52b92190","robgyiv.eth","Fri, 05 Nov 2021 18:52:15 GMT","1","3"
"2566357","0xaa5fa3489e5eedfa0726660cf52ca984562e9caa","leecox.eth","Fri, 05 Nov 2021 18:52:20 GMT","1","4"
"2566360","0xafdb7b2e1999cbe167aab1754639279e41219e05","","Fri, 05 Nov 2021 18:53:20 GMT","1","3"
"2566361","0xa40440af14537baa96e396cf76fb5737a7177475","","Fri, 05 Nov 2021 18:53:45 GMT","1","4"
"2566362","0x04e18fdbf180e38953b4126e40d89e5d3261efee","","Fri, 05 Nov 2021 18:53:50 GMT","1","2"
"2566364","0x0cdfebfe82b7b2aa1f6257a4a798a47a90f86db7","","Fri, 05 Nov 2021 18:53:55 GMT","1","4"
"2566367","0x7f93b033d18dca9fd2ba4cbf2bf73a2df840756c","mishka.eth","Fri, 05 Nov 2021 18:54:55 GMT","1","7"
"2566372","0x6e956cf1b1066c4cf667e30e1668cb1b21942cb4","raglep-ragret.eth","Fri, 05 Nov 2021 18:56:40 GMT","1","3"
"2566378","0x93c263a1209dc3cc5bf98781e907167f3cbd91ae","nicnic.eth","Fri, 05 Nov 2021 18:58:15 GMT","1","10"
"2566379","0x5d4c577553efc33c33806d43144e49559b224eea","","Fri, 05 Nov 2021 18:59:05 GMT","1","4"
"2566380","0x447c68feeb264786a734ae2be03ce8cea051b00f","","Fri, 05 Nov 2021 18:59:40 GMT","1","4"
"2566398","0xa84dd258c50616b3a470f084ad8be82f2af42caf","","Fri, 05 Nov 2021 19:01:55 GMT","1","2"
"2566408","0x4e8ad3c90f026e4d034b81ba0e1a929e77d80b36","kempsterrrr.eth","Fri, 05 Nov 2021 19:02:15 GMT","1","8"
"2566420","0x972e4ba65313f9772da41788955450af197929d3","","Fri, 05 Nov 2021 19:02:35 GMT","1","2"
"2566441","0xda811637438f252a1e7598997c3c271243cb6f3e","jessicag.eth","Fri, 05 Nov 2021 19:03:25 GMT","1","4"
"2566442","0x252adf7a57007dba871242510229f47d26eca7a8","","Fri, 05 Nov 2021 19:03:30 GMT","1","2"
"2566472","0xf791e02e8cb7ab859bf7d2757857c956bca00417","","Fri, 05 Nov 2021 19:04:50 GMT","1","4"
"2566503","0xbc5849e2b9f7d9714f7ea2c3dba20ecb939bf37c","","Fri, 05 Nov 2021 19:05:45 GMT","1","2"
"2566539","0xa7828c5bab02c879ceb555f567d1833b34e1402b","","Fri, 05 Nov 2021 19:06:22 GMT","1","3"
"2566565","0xb7ec46f0acc04b7105705bc20b612a7d51623975","","Fri, 05 Nov 2021 19:07:00 GMT","1","1"
"2566653","0xe4fcf6bb3b3e8ff05273c5771985cf6fdf5a2660","","Fri, 05 Nov 2021 19:10:55 GMT","1","1"
"2566663","0xa2e60b4dfabb2ead01c70f95c8f2fe88747a7e6e","0xbee.eth","Fri, 05 Nov 2021 19:11:25 GMT","1","4"
"2566664","0x9cc9a3fb7b26d6ca8737d2c9ee5de690da9f4457","","Fri, 05 Nov 2021 19:11:25 GMT","1","4"
"2566674","0x42bb8b3b643594e088126a730e092abfb6f4d479","maxcroy.eth","Fri, 05 Nov 2021 19:12:10 GMT","1","1"
"2566740","0x9fb20fdf81611860ae7b767ad3b7e281116c22cc","jackduval.eth","Fri, 05 Nov 2021 19:15:35 GMT","1","1"
"2566810","0x186ea56f0a40c5593a697b3e804968b8c5920ff3","joshcs.eth","Fri, 05 Nov 2021 19:23:07 GMT","1","6"
"2566813","0x7f4a86478cdd09aae270bf3800e06e67db50c76d","tonyolendo.eth","Fri, 05 Nov 2021 19:23:10 GMT","1","3"
"2567030","0x60378d4331ac6988e2a4abb6cca3841b0bdc9e84","","Fri, 05 Nov 2021 19:40:32 GMT","1","3"
"2567211","0x1721aa250e28db9602c24354f2576252256e05fc","","Fri, 05 Nov 2021 19:48:27 GMT","1","3"
"2567228","0x1d3598717164af4aa603325ed4ef71b9787fae41","lavenderpunk.eth","Fri, 05 Nov 2021 19:50:02 GMT","1","4"
"2567251","0xa3b352abeac11b1972c2dd77315d9675843033b4","","Fri, 05 Nov 2021 19:50:42 GMT","1","1"
"2567433","0x67e5007dc9bd9a5128c17c42bc6bd1003c8498cc","","Fri, 05 Nov 2021 20:00:50 GMT","1","2"
"2567539","0x4a79c9a93c07655d3ccd7c2cb1321561dedc7de0","","Fri, 05 Nov 2021 20:15:00 GMT","1","1"
"2567549","0xa62d3d7334c3d47616dd5ff665c6bdc433f85002","","Fri, 05 Nov 2021 20:18:35 GMT","1","3"
"2567575","0x0260747304d05f19ab644cd6e363182396c8bd89","with-heart.eth","Fri, 05 Nov 2021 20:24:35 GMT","1","5"
"2567772","0x656d607b4eab2f33fbb56625a40a67306e47a1a0","","Fri, 05 Nov 2021 21:10:30 GMT","1","1"
"2567893","0x378ff65cb9e9b83b86aa2534c9991e5b28f1ec92","wolovim.eth","Fri, 05 Nov 2021 21:23:45 GMT","1","12"
"2567967","0x06ce7aa062c3cfef67152ef45147213ee33d42a6","","Fri, 05 Nov 2021 21:32:15 GMT","1","9"
"2568013","0x7b05f19defd150303ad5e537629eb20b1813bfad","theodorachu.eth","Fri, 05 Nov 2021 21:36:35 GMT","1","2"
"2568026","0xd15166ab9998de54995fb4509b08b0b54ccdaded","","Fri, 05 Nov 2021 21:38:15 GMT","1","4"
"2568061","0xbad39682b85a8f2b210e3394a17053c6d38efad7","","Fri, 05 Nov 2021 21:42:27 GMT","1","1"
"2568334","0x7c8478662cb80f401b975c1e0215d3c882df0137","schwobe.eth","Fri, 05 Nov 2021 22:45:20 GMT","1","4"
"2568614","0xdcb91675ede0f56950e62790bbffdfe3b966eced","0xjosiah.eth","Fri, 05 Nov 2021 23:10:15 GMT","1","2"
"2568728","0x92e49dd5b001c04cf23c3d437a54a583ccc9c284","frevola.eth","Fri, 05 Nov 2021 23:18:30 GMT","1","3"
"2569497","0xa6d1ad3211ac69965c7221ae987f6190687d4c75","nitrof.eth","Sat, 06 Nov 2021 00:18:50 GMT","1","2"
"2569627","0x058e6cf8872e54f8196b0dfb354344906a0798a6","","Sat, 06 Nov 2021 00:29:00 GMT","1","6"
"2569706","0x3e1d10cf0af0386f03faa1db1b4e62a6752795d0","","Sat, 06 Nov 2021 00:34:07 GMT","1","2"
"2570132","0x46f8351307482c162d7267f0fe08d5efd8ba3bf1","gjsyme.eth","Sat, 06 Nov 2021 01:06:50 GMT","1","7"
"2570379","0x595fd18caa3788b04b95503380b4ea59f12c118c","","Sat, 06 Nov 2021 01:45:55 GMT","1","1"
"2570524","0x2ead300eab9e407aa5e96766b2bc69d871d7f790","","Sat, 06 Nov 2021 02:29:20 GMT","1","2"
"2570575","0x8aad2005b207b6abd3065b10ef1b8c1df1dd100b","","Sat, 06 Nov 2021 02:40:20 GMT","1","3"
"2570592","0xb84f33ccbaf2e4ecd207234f2a6c41abe6df1e4d","","Sat, 06 Nov 2021 02:44:05 GMT","1","2"
"2570875","0xacf16886efa51ff0957ef321b8510e53d67d1d7c","grothe.eth","Sat, 06 Nov 2021 03:51:22 GMT","1","3"
"2571491","0x7f2466ae8badee7dc0109edd0b6dde08c432236c","","Sat, 06 Nov 2021 07:09:30 GMT","1","8"
"2571498","0x3461551e8a9d68314fdd43eb81f98044da4a1461","","Sat, 06 Nov 2021 07:11:15 GMT","1","3"
"2571887","0x5e9881b362c4e7fcc07686b99027822b8c2667b3","owenr.eth","Sat, 06 Nov 2021 09:43:40 GMT","1","2"
"2572405","0xb634af3ea952ae0d34932be1b2d1d2c8993def90","willworth.eth","Sat, 06 Nov 2021 12:26:55 GMT","1","4"
"2572645","0x74b294faa77d45bae4b9428f0a7dab1bb59fa2b9","","Sat, 06 Nov 2021 13:00:50 GMT","1","3"
"2572889","0x3b567a3a00abc3fee4779946f64612972378c3ae","","Sat, 06 Nov 2021 13:43:15 GMT","1","2"
"2573007","0xfde4bfd6d933d69597615dd09fce77a2b8285572","","Sat, 06 Nov 2021 14:16:47 GMT","1","2"
"2573414","0x83e690827d4cbb4c2682889d51ab96fde0c0887c","9christine.eth","Sat, 06 Nov 2021 16:05:45 GMT","1","6"
"2574465","0xf9931d0d62a693b848fcf61092b810fd229b15c8","","Sat, 06 Nov 2021 18:07:20 GMT","1","2"
"2574695","0x81798955dd12a4e71c62c400e3b04b3623fe0cae","","Sat, 06 Nov 2021 19:29:00 GMT","1","3"
"2575707","0x9934f8ccfdf5e008ac8c07bf00582a833cd33b99","narbeh.eth","Sat, 06 Nov 2021 22:18:35 GMT","1","7"
"2575726","0x1ec1ccef3e1735bda3f4ba698e8a524aa7c93274","mantisdatasolutions.eth","Sat, 06 Nov 2021 22:20:10 GMT","1","43"
"2576253","0x4271b13727994c0a7d27bd536d612e1a82569a8f","","Sat, 06 Nov 2021 23:23:30 GMT","1","5"
"2580945","0x00d5f71b3d0d996b9526db7e8c1e119e658e703d","","Sun, 07 Nov 2021 11:48:05 GMT","1","1"
"2582038","0xc26cf1179fb5078ac4ff3f2c1d08de0655cb9106","","Sun, 07 Nov 2021 17:22:00 GMT","1","6"
"2582581","0xf5740f89af4f98ae456c5b474a1739eba6b0d112","djbowers.eth","Sun, 07 Nov 2021 19:57:40 GMT","1","1"
"2586289","0xe93f6cdaea4a2c00f24e7723388b268b49904938","","Mon, 08 Nov 2021 08:28:15 GMT","1","1"
"2586718","0xf79dc10466abbc51244d746ae3405501e17a254e","shaunc.eth","Mon, 08 Nov 2021 13:39:55 GMT","1","7"
"2586929","0x8d7c95828e58a79b99e0824f4f9d3d9853469408","","Mon, 08 Nov 2021 14:06:50 GMT","1","3"
"2587221","0x7375c4dac005abb9e91261aaeb385a8395efcf14","","Mon, 08 Nov 2021 16:00:50 GMT","1","2"
"2587301","0xafeb5f1f3db00f66e28ef38fcf9cde0d469fab4f","etherinsight.eth","Mon, 08 Nov 2021 16:29:20 GMT","1","8"
"2588634","0xa96d0a707dff0718bba819361cea0da0d0d48302","","Mon, 08 Nov 2021 20:06:20 GMT","1","4"
"2598341","0x3e87d4449e7529688141616f4415bb57f0387c0b","","Tue, 09 Nov 2021 00:06:35 GMT","1","1"
"2621052","0x4983d1c86a5921a1da772acf69c57aaf66e0fdbd","","Wed, 10 Nov 2021 18:59:25 GMT","1","2"
